Incident ID,Incident Date,State,City Or County,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2749554,2023-11-06T00:00:00Z,Arizona,Wellton,0,0,0,0,"3"
2748104,2023-11-05T00:00:00Z,Illinois,Glenview,0,0,0,0,"0"
2749624,2023-11-04T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2746811,2023-11-03T00:00:00Z,Florida,Fort Lauderdale,0,0,0,0,"1"
2748392,2023-11-03T00:00:00Z,Ohio,Dayton (Centerville),0,0,0,0,"1"
2746669,2023-11-03T00:00:00Z,Indiana,Indianapolis,1,0,0,0,"1"
2746556,2023-11-02T00:00:00Z,Washington,Puyallup,0,0,0,0,"1"
2745940,2023-11-02T00:00:00Z,Maryland,Mardela Springs,0,0,0,0,"1"
2748460,2023-11-02T00:00:00Z,New Mexico,Las Cruces,0,0,0,0,"1"
2746444,2023-11-02T00:00:00Z,Maine,Presque Isle,0,0,0,0,"0"
2747062,2023-11-02T00:00:00Z,Alabama,Smiths Station,0,0,0,0,"1"
2746901,2023-11-02T00:00:00Z,Colorado,Denver,0,0,0,0,"1"
2746884,2023-11-02T00:00:00Z,Louisiana,Baton Rouge,0,0,0,0,"1"
2746872,2023-11-02T00:00:00Z,Maryland,Mardela Springs,0,0,0,0,"0"
2745372,2023-11-01T00:00:00Z,Georgia,Douglasville,0,0,0,0,"1"
2746256,2023-11-01T00:00:00Z,Maryland,Rosedale,0,0,0,0,"0"
2746677,2023-11-01T00:00:00Z,South Dakota,Rapid City,0,0,0,0,"0"
2745023,2023-11-01T00:00:00Z,Alabama,Hunstsville,0,0,0,0,"1"
2744651,2023-10-31T00:00:00Z,North Carolina,Asheville,0,0,0,0,"1"
2745260,2023-10-31T00:00:00Z,Wisconsin,Janesville,0,0,0,0,"1"
2744649,2023-10-31T00:00:00Z,Ohio,Lowellville,0,0,0,0,"0"
2745913,2023-10-31T00:00:00Z,Washington,Centralia,0,0,0,0,"0"
2744180,2023-10-31T00:00:00Z,Texas,Keller,0,0,0,0,"1"
2744590,2023-10-30T00:00:00Z,Indiana,Fowlerton,0,0,0,0,"1"
2746708,2023-10-30T00:00:00Z,North Carolina,Raleigh,0,0,0,0,"0"
2744908,2023-10-30T00:00:00Z,Pennsylvania,Stroudsburg,0,0,0,0,"1"
2745461,2023-10-30T00:00:00Z,Tennessee,Union City,0,0,0,0,"1"
2744030,2023-10-30T00:00:00Z,Georgia,Augusta,0,0,0,0,"1"
2744189,2023-10-29T00:00:00Z,Pennsylvania,Indiana,0,0,0,0,"1"
2741819,2023-10-28T00:00:00Z,Massachusetts,Worcester,1,1,0,0,"1"
2741694,2023-10-28T00:00:00Z,Texas,San Antonio,0,0,0,1,"0"
2741290,2023-10-27T00:00:00Z,Maryland,Edgewood,0,0,0,0,"1"
2741317,2023-10-27T00:00:00Z,Maryland,Baltimore,0,1,0,2,"5"
2740874,2023-10-27T00:00:00Z,Utah,Logan,0,0,0,0,"1"
2741256,2023-10-27T00:00:00Z,Wisconsin,Madison,0,0,0,0,"1"
2741579,2023-10-27T00:00:00Z,Texas,Port Neches,0,0,0,0,"1"
2742361,2023-10-27T00:00:00Z,California,South Gate,0,0,0,0,"0"
2743407,2023-10-27T00:00:00Z,Indiana,Muncie,0,0,0,0,"1"
2740206,2023-10-26T00:00:00Z,North Carolina,Haw River,0,0,0,0,"0"
2740227,2023-10-26T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2740089,2023-10-26T00:00:00Z,Virginia,Virginia Beach,0,0,0,0,"1"
2740473,2023-10-26T00:00:00Z,California,South Gate,0,0,0,1,"1"
2741346,2023-10-26T00:00:00Z,Vermont,Montpelier,0,0,0,0,"0"
2740236,2023-10-25T00:00:00Z,Tennessee,Somerville,0,0,0,0,"1"
2738207,2023-10-25T00:00:00Z,Ohio,Cincinnati,1,1,0,0,"0"
2737967,2023-10-25T00:00:00Z,Minnesota,Minneapolis (New Hope),0,0,0,0,"0"
2740517,2023-10-25T00:00:00Z,Texas,San Antonio,0,0,0,0,"1"
2738950,2023-10-25T00:00:00Z,Louisiana,Shreveport,0,0,0,0,"1"
2737513,2023-10-24T00:00:00Z,Florida,Miami,0,0,0,0,"1"
2737448,2023-10-24T00:00:00Z,Kansas,Wichita,0,0,0,0,"1"
2740014,2023-10-24T00:00:00Z,South Carolina,North Charleston,0,0,0,0,"0"
2737320,2023-10-24T00:00:00Z,Pennsylvania,Mckeesport,0,0,0,0,"1"
2737997,2023-10-24T00:00:00Z,Minnesota,Saint Paul (Roseville),0,0,0,0,"0"
2737982,2023-10-24T00:00:00Z,Texas,Pasadena,0,0,0,0,"1"
2737554,2023-10-24T00:00:00Z,Maryland,Gwynn Oak (Woodlawn),0,1,0,0,"1"
2737855,2023-10-24T00:00:00Z,Arkansas,Springdale,0,0,0,0,"1"
2737052,2023-10-24T00:00:00Z,South Carolina,Anderson,0,0,0,0,"1"
2737423,2023-10-24T00:00:00Z,Kentucky,Franklin,0,0,0,0,"1"
2738935,2023-10-24T00:00:00Z,Florida,Miami,0,0,0,0,"1"
2736556,2023-10-23T00:00:00Z,Maryland,Bethesda,0,0,0,0,"1"
2736706,2023-10-23T00:00:00Z,Wisconsin,Germantown,0,0,1,0,"0"
2737535,2023-10-20T00:00:00Z,Nevada,Las Vegas,0,0,0,0,"1"
2734302,2023-10-20T00:00:00Z,North Carolina,Boonville,0,0,0,0,"1"
2736558,2023-10-20T00:00:00Z,Georgia,Atlanta,0,1,0,0,"0"
2734591,2023-10-20T00:00:00Z,Florida,Tampa,1,0,0,0,"0"
2795710,2023-10-20T00:00:00Z,Tennessee,Memphis,0,0,0,0,"1"
2734544,2023-10-19T00:00:00Z,Georgia,Waynesboro,0,0,0,0,"0"
2734518,2023-10-19T00:00:00Z,Indiana,Evansville,0,0,0,0,"1"
2733807,2023-10-19T00:00:00Z,Michigan,Harper Woods,0,0,0,0,"0"
2734135,2023-10-19T00:00:00Z,Washington,Vancouver,0,0,0,0,"1"
2733877,2023-10-19T00:00:00Z,Connecticut,Newtown,0,0,0,0,"1"
2733122,2023-10-18T00:00:00Z,Kentucky,Louisville,0,0,0,0,"1"
2733985,2023-10-18T00:00:00Z,Kentucky,Florence,0,0,0,0,"1"
2732138,2023-10-17T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2732104,2023-10-17T00:00:00Z,North Carolina,Hope Mills,0,0,0,0,"1"
2733592,2023-10-17T00:00:00Z,California,Stanford,0,1,0,0,"1"
2732816,2023-10-17T00:00:00Z,Georgia,Evans,0,0,0,0,"1"
2741087,2023-10-16T00:00:00Z,Arkansas,Springdale,0,0,0,0,"1"
2732041,2023-10-16T00:00:00Z,Washington,Wapato,0,0,0,0,"0"
2732607,2023-10-16T00:00:00Z,California,Adelanto,0,0,0,0,"1"
2730430,2023-10-15T00:00:00Z,Texas,Denton,1,1,0,0,"2"
2730696,2023-10-15T00:00:00Z,Mississippi,Jackson,1,0,0,0,"0"
2731875,2023-10-15T00:00:00Z,Missouri,Saint Louis (Kirkwood),0,0,0,0,"1"
2730357,2023-10-13T00:00:00Z,Florida,Tampa,0,0,0,0,"1"
2731228,2023-10-12T00:00:00Z,Indiana,Newburgh,0,0,0,0,"0"
2729556,2023-10-12T00:00:00Z,New York,Brooklyn,0,0,0,0,"1"
2728105,2023-10-11T00:00:00Z,Maryland,Baltimore,0,0,0,0,"1"
2727805,2023-10-11T00:00:00Z,North Carolina,Albemarle,0,0,0,0,"1"
2728085,2023-10-11T00:00:00Z,Illinois,Chicago,0,0,0,0,"0"
2745835,2023-10-11T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2729086,2023-10-11T00:00:00Z,California,Bakersfield,0,0,0,0,"4"
2727655,2023-10-11T00:00:00Z,Nevada,Henderson,0,0,0,0,"1"
2728317,2023-10-11T00:00:00Z,Georgia,Commerce,0,0,0,0,"1"
2728346,2023-10-11T00:00:00Z,Texas,Fort Worth (Forest Hill),1,0,0,0,"0"
2728888,2023-10-11T00:00:00Z,Rhode Island,Providence,0,0,0,0,"0"
2727089,2023-10-10T00:00:00Z,South Carolina,Darlington,1,0,0,0,"1"
2727042,2023-10-10T00:00:00Z,Missouri,Poplar Bluff,0,0,0,0,"1"
2729540,2023-10-09T00:00:00Z,Maryland,Sparrows Point,0,0,0,0,"1"
2726613,2023-10-09T00:00:00Z,Ohio,Columbus,0,0,0,0,"1"
2726417,2023-10-09T00:00:00Z,North Carolina,Hendersonville,1,0,0,0,"1"
2725639,2023-10-07T00:00:00Z,Maryland,Bowie,0,2,0,0,"0"
2725375,2023-10-06T00:00:00Z,North Carolina,Statesville,0,0,0,0,"1"
2733642,2023-10-06T00:00:00Z,Louisiana,Thibodaux,0,0,0,0,"1"
2725580,2023-10-06T00:00:00Z,Ohio,Whitehouse,0,0,0,0,"1"
2725231,2023-10-06T00:00:00Z,New York,New York (Manhattan),0,0,0,0,"2"
2729873,2023-10-06T00:00:00Z,Michigan,Ypsilanti,0,0,0,0,"1"
2725139,2023-10-06T00:00:00Z,Michigan,Oak Park,0,2,0,0,"0"
2724881,2023-10-06T00:00:00Z,Maryland,Glen Burnie,0,0,0,0,"1"
2724911,2023-10-05T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2724125,2023-10-05T00:00:00Z,Texas,Cibolo,0,0,0,0,"1"
2724075,2023-10-05T00:00:00Z,New Mexico,Albuquerque,0,0,0,0,"2"
2723145,2023-10-04T00:00:00Z,North Carolina,Greensboro,0,0,0,0,"0"
2723032,2023-10-04T00:00:00Z,Washington,Seattle,0,0,0,0,"0"
2723198,2023-10-04T00:00:00Z,Minnesota,Saint Paul,0,0,0,0,"1"
2722987,2023-10-04T00:00:00Z,Florida,North Port,0,0,0,0,"1"
2724785,2023-10-04T00:00:00Z,Pennsylvania,East Stroudsburg,0,0,0,0,"0"
2723619,2023-10-04T00:00:00Z,Texas,Lufkin,0,0,0,0,"1"
2723831,2023-10-04T00:00:00Z,South Carolina,Piedmont,0,0,0,0,"1"
2723756,2023-10-04T00:00:00Z,California,Fairfield,0,0,0,0,"1"
2722363,2023-10-03T00:00:00Z,Maryland,Baltimore,0,5,0,0,"2"
2724248,2023-10-03T00:00:00Z,Vermont,Fair Haven (Fairhaven),0,0,0,0,"2"
2722255,2023-10-03T00:00:00Z,North Carolina,Warsaw,0,0,0,0,"1"
2724006,2023-10-03T00:00:00Z,Indiana,Evansville,0,0,0,0,"2"
2723837,2023-10-03T00:00:00Z,South Carolina,Little River,0,0,0,0,"0"
2722339,2023-10-03T00:00:00Z,Pennsylvania,Philadelphia,0,1,0,0,"0"
2721350,2023-10-02T00:00:00Z,Pennsylvania,Greensburg,0,0,0,0,"0"
2722031,2023-10-02T00:00:00Z,Florida,Tampa,0,0,0,0,"1"
2723797,2023-10-02T00:00:00Z,South Carolina,Seneca,0,0,0,0,"0"
2720601,2023-10-01T00:00:00Z,Pennsylvania,Philadelphia,0,1,0,0,"0"
2720457,2023-09-30T00:00:00Z,Tennessee,Jackson,0,2,0,0,"0"
2719899,2023-09-30T00:00:00Z,Georgia,Griffin,1,0,0,0,"1"
2718859,2023-09-29T00:00:00Z,North Carolina,Mebane,0,0,0,0,"1"
2718666,2023-09-29T00:00:00Z,South Carolina,Hemingway,0,0,0,0,"2"
2719783,2023-09-29T00:00:00Z,North Carolina,Greensboro,1,1,0,0,"2"
2720722,2023-09-29T00:00:00Z,Alaska,Wasilla,0,0,0,0,"0"
2718119,2023-09-28T00:00:00Z,Michigan,Bay City,0,0,0,0,"1"
2718191,2023-09-28T00:00:00Z,Georgia,Columbus,0,0,0,1,"2"
2718698,2023-09-28T00:00:00Z,New York,Bronx,0,0,0,0,"1"
2774543,2023-09-27T00:00:00Z,Tennessee,Memphis,0,0,0,0,"1"
2718054,2023-09-27T00:00:00Z,Wisconsin,Janesville,0,0,0,0,"1"
2716918,2023-09-27T00:00:00Z,Texas,Houston,0,0,0,0,"1"
2724756,2023-09-27T00:00:00Z,Virginia,Palmyra,0,0,0,0,"1"
2717961,2023-09-27T00:00:00Z,Virginia,Lawrenceville,0,0,0,0,"1"
2717956,2023-09-27T00:00:00Z,Virginia,Norfolk,0,0,0,0,"1"
2728412,2023-09-27T00:00:00Z,New Jersey,Plainfield,0,0,0,0,"0"
2718487,2023-09-27T00:00:00Z,Illinois,Marion,0,0,0,0,"1"
2716644,2023-09-27T00:00:00Z,South Carolina,Simpsonville,0,0,0,0,"2"
2718025,2023-09-27T00:00:00Z,California,Berkeley,0,0,0,0,"2"
2718360,2023-09-27T00:00:00Z,Mississippi,Kiln,0,0,0,0,"2"
2718045,2023-09-26T00:00:00Z,New Mexico,Rio Rancho,0,0,0,0,"1"
2716353,2023-09-26T00:00:00Z,Texas,Canton,0,0,0,0,"1"
2717110,2023-09-26T00:00:00Z,Pennsylvania,Philadelphia,0,1,0,0,"0"
2715510,2023-09-25T00:00:00Z,Texas,Odessa,0,0,0,0,"1"
2715607,2023-09-25T00:00:00Z,Maryland,Baltimore,0,0,0,1,"0"
2720585,2023-09-25T00:00:00Z,Pennsylvania,Allentown,0,0,0,0,"1"
2715431,2023-09-25T00:00:00Z,Minnesota,Saint Paul (Roseville),0,0,0,0,"1"
2715428,2023-09-25T00:00:00Z,Minnesota,Saint Paul (Roseville),0,0,0,0,"1"
2714517,2023-09-24T00:00:00Z,Alabama,Tuskegee,0,2,0,0,"0"
2713285,2023-09-22T00:00:00Z,Arizona,Phoenix,0,0,0,0,"1"
2714739,2023-09-22T00:00:00Z,Ohio,Lorain,0,0,0,0,"0"
2714676,2023-09-22T00:00:00Z,Kentucky,Louisville,0,0,0,0,"0"
2718098,2023-09-22T00:00:00Z,Kentucky,Louisville,0,0,0,0,"1"
2716089,2023-09-22T00:00:00Z,Kansas,Ulysses,0,0,0,0,"0"
2712953,2023-09-22T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2728407,2023-09-22T00:00:00Z,New Mexico,Deming,0,0,0,0,"1"
2714100,2023-09-22T00:00:00Z,Wisconsin,Milwaukee,0,0,0,0,"1"
2713018,2023-09-22T00:00:00Z,North Carolina,Rocky Mount,0,0,0,0,"0"
2712398,2023-09-21T00:00:00Z,Alabama,Anniston,0,0,0,0,"1"
2716785,2023-09-21T00:00:00Z,Wisconsin,Milwaukee,0,0,0,0,"1"
2714522,2023-09-21T00:00:00Z,Arizona,Phoenix,0,0,0,0,"1"
2712502,2023-09-21T00:00:00Z,Florida,Milton,0,0,0,0,"2"
2711513,2023-09-20T00:00:00Z,Maryland,Hyattsville (Landover),0,0,0,0,"1"
2712509,2023-09-20T00:00:00Z,Alabama,Tuscaloosa,0,0,0,0,"1"
2713313,2023-09-20T00:00:00Z,North Carolina,Clayton,0,0,0,0,"1"
2712553,2023-09-19T00:00:00Z,Pennsylvania,Du Bois (Dubois),0,0,0,0,"1"
2710743,2023-09-18T00:00:00Z,Mississippi,Jackson,0,0,0,0,"1"
2709682,2023-09-18T00:00:00Z,Illinois,Belleville,0,0,0,0,"1"
2713707,2023-09-18T00:00:00Z,Texas,Texas City,0,0,0,0,"1"
2709386,2023-09-18T00:00:00Z,Maryland,Columbia,0,0,0,0,"1"
2709689,2023-09-18T00:00:00Z,Texas,San Antonio,0,0,0,0,"1"
2710080,2023-09-18T00:00:00Z,Georgia,Elberton,0,0,0,0,"1"
2711746,2023-09-18T00:00:00Z,Massachusetts,Worcester,0,0,0,0,"1"
2709933,2023-09-17T00:00:00Z,Kentucky,Frankfort,0,0,0,0,"1"
2708850,2023-09-16T00:00:00Z,Indiana,Muncie,0,0,0,0,"0"
2708435,2023-09-15T00:00:00Z,North Carolina,Elkin,0,0,0,0,"0"
2708531,2023-09-15T00:00:00Z,Kansas,Kansas City,0,0,0,0,"1"
2707831,2023-09-15T00:00:00Z,California,Banning,0,0,0,0,"1"
2707880,2023-09-15T00:00:00Z,Illinois,Country Club Hills,1,0,0,0,"0"
2707733,2023-09-15T00:00:00Z,California,Hollister,0,0,0,0,"1"
2707657,2023-09-15T00:00:00Z,Ohio,Dayton,0,0,0,0,"1"
2709556,2023-09-14T00:00:00Z,Minnesota,Minneapolis (Edina),0,0,0,0,"1"
2707420,2023-09-14T00:00:00Z,North Carolina,Jacksonville,0,0,0,0,"1"
2707356,2023-09-14T00:00:00Z,Alabama,Cherokee,0,0,0,0,"0"
2706716,2023-09-14T00:00:00Z,Maine,Westbrook,0,0,0,0,"1"
2707949,2023-09-14T00:00:00Z,Idaho,Jerome,0,0,0,0,"1"
2706964,2023-09-14T00:00:00Z,Kentucky,Louisville,0,0,0,0,"0"
2705757,2023-09-13T00:00:00Z,Mississippi,Gulfport,0,0,0,0,"2"
2706183,2023-09-13T00:00:00Z,Alabama,Prattville,0,0,0,0,"1"
2706165,2023-09-13T00:00:00Z,Massachusetts,Lowell,0,0,0,0,"1"
2706401,2023-09-13T00:00:00Z,Pennsylvania,Lancaster,0,0,0,0,"1"
2705962,2023-09-13T00:00:00Z,North Carolina,Chapel Hill,0,0,0,0,"1"
2707412,2023-09-13T00:00:00Z,Delaware,Newark,0,0,0,0,"1"
2706588,2023-09-13T00:00:00Z,Florida,Deland,0,0,0,1,"0"
2705269,2023-09-12T00:00:00Z,Florida,Bradenton,0,0,0,0,"1"
2704999,2023-09-12T00:00:00Z,Louisiana,Greensburg,1,2,0,0,"1"
2705024,2023-09-12T00:00:00Z,North Carolina,Raleigh,0,0,0,0,"0"
2704977,2023-09-12T00:00:00Z,New York,Bronx,0,1,0,0,"1"
2704467,2023-09-11T00:00:00Z,Arkansas,North Little Rock,0,0,0,0,"0"
2724192,2023-09-11T00:00:00Z,Illinois,Elk Grove Village,0,0,0,0,"1"
2706068,2023-09-11T00:00:00Z,Texas,Edcouch,0,0,0,0,"1"
2704321,2023-09-11T00:00:00Z,Texas,Odessa,0,0,0,0,"1"
2708098,2023-09-11T00:00:00Z,Indiana,Michigan City,0,0,0,0,"1"
2705559,2023-09-11T00:00:00Z,Ohio,Toledo,0,0,0,0,"1"
2704721,2023-09-11T00:00:00Z,California,Merced,0,0,0,0,"0"
2714120,2023-09-11T00:00:00Z,Wisconsin,Milwaukee,0,0,0,0,"1"
2710001,2023-09-10T00:00:00Z,Montana,Missoula,0,0,0,0,"1"
2703083,2023-09-09T00:00:00Z,Arkansas,Little Rock,1,0,0,0,"0"
2702961,2023-09-09T00:00:00Z,New York,Utica,0,1,0,0,"1"
2704401,2023-09-08T00:00:00Z,New Mexico,Roswell,0,0,0,0,"1"
2702932,2023-09-08T00:00:00Z,Ohio,Dayton,0,0,0,0,"0"
2702230,2023-09-08T00:00:00Z,California,Fortuna,0,0,0,0,"1"
2703804,2023-09-08T00:00:00Z,Virginia,Manassas,0,0,0,0,"0"
2701976,2023-09-08T00:00:00Z,Washington,Everett,1,0,0,0,"2"
2702642,2023-09-08T00:00:00Z,South Carolina,Summerville,0,0,0,0,"1"
2702298,2023-09-08T00:00:00Z,North Carolina,Lumberton,0,0,0,0,"2"
2705525,2023-09-08T00:00:00Z,New Mexico,Albuquerque,0,0,0,0,"2"
2703239,2023-09-08T00:00:00Z,Alabama,Mobile,0,0,0,0,"1"
2701491,2023-09-07T00:00:00Z,Arizona,Phoenix,0,0,0,0,"1"
2700482,2023-09-06T00:00:00Z,Ohio,Columbus,0,0,0,0,"1"
2700754,2023-09-06T00:00:00Z,Texas,Whitehouse,0,0,0,0,"0"
2700399,2023-09-06T00:00:00Z,Washington,Olympia,0,0,0,0,"1"
2701287,2023-09-06T00:00:00Z,Texas,Richmond,0,0,0,0,"2"
2702065,2023-09-06T00:00:00Z,North Carolina,High Point,0,0,0,0,"1"
2700987,2023-09-06T00:00:00Z,Virginia,Hampton,0,0,0,0,"1"
2700841,2023-09-06T00:00:00Z,Maryland,Baltimore,0,0,0,0,"1"
2700608,2023-09-05T00:00:00Z,South Carolina,Dillon,0,0,0,0,"0"
2700552,2023-09-05T00:00:00Z,Florida,Jacksonville,0,0,0,0,"1"
2699373,2023-09-05T00:00:00Z,California,Bakersfield,0,0,0,0,"1"
2700063,2023-09-05T00:00:00Z,Oklahoma,Sand Springs,0,0,0,0,"0"
2699496,2023-09-05T00:00:00Z,California,Oakland,0,0,0,0,"3"
2699904,2023-09-05T00:00:00Z,Arizona,Phoenix,0,0,0,0,"1"
2698334,2023-09-02T00:00:00Z,Tennessee,Nashville,0,0,0,0,"0"
2696563,2023-09-01T00:00:00Z,Indiana,Avon,0,0,0,0,"1"
2700684,2023-09-01T00:00:00Z,Tennessee,Maryville,0,0,0,0,"1"
2696482,2023-09-01T00:00:00Z,South Carolina,Lexington,0,0,0,0,"1"
2696512,2023-09-01T00:00:00Z,Florida,Tampa,0,0,0,0,"1"
2697408,2023-09-01T00:00:00Z,Florida,Riverview,0,0,0,0,"1"
2696970,2023-09-01T00:00:00Z,Louisiana,Port Allen,1,1,0,0,"1"
2700889,2023-09-01T00:00:00Z,Tennessee,Louisville,0,0,0,0,"1"
2696730,2023-08-31T00:00:00Z,Texas,North Richland Hills,0,0,0,0,"1"
2695713,2023-08-31T00:00:00Z,Georgia,Sharpsburg,0,0,0,0,"1"
2697273,2023-08-31T00:00:00Z,California,Santa Monica,0,0,0,0,"1"
2696053,2023-08-30T00:00:00Z,Texas,Temple,0,0,0,0,"1"
2695792,2023-08-30T00:00:00Z,Nevada,Las Vegas,0,0,0,0,"1"
2694555,2023-08-30T00:00:00Z,Alabama,Harvest,0,0,0,0,"1"
2695190,2023-08-30T00:00:00Z,Arkansas,Fort Smith,0,0,0,0,"1"
2694792,2023-08-29T00:00:00Z,Georgia,Atlanta,0,0,0,0,"0"
2694853,2023-08-29T00:00:00Z,Alaska,Anchorage,0,0,0,0,"0"
2692873,2023-08-28T00:00:00Z,North Carolina,Chapel Hill,1,0,0,0,"1"
2692924,2023-08-28T00:00:00Z,North Carolina,Greensboro,0,0,0,0,"1"
2693383,2023-08-28T00:00:00Z,Arizona,Phoenix,0,0,0,0,"0"
2693380,2023-08-28T00:00:00Z,Louisiana,Slidell,0,0,0,0,"1"
2691403,2023-08-25T00:00:00Z,Alabama,Flomaton,0,0,0,0,"1"
2690672,2023-08-25T00:00:00Z,Maryland,Hyattsville (Adelphi),0,0,0,0,"0"
2691405,2023-08-25T00:00:00Z,Florida,Lake City,0,0,0,0,"2"
2690422,2023-08-25T00:00:00Z,Illinois,Cicero,0,0,0,0,"1"
2690901,2023-08-25T00:00:00Z,Oklahoma,Choctaw,1,2,0,0,"1"
2691101,2023-08-25T00:00:00Z,North Carolina,Greensboro,0,1,0,0,"1"
2691013,2023-08-25T00:00:00Z,California,Los Angeles,0,1,0,0,"0"
2691037,2023-08-25T00:00:00Z,Alabama,Bessemer (Hueytown),0,0,0,0,"1"
2691167,2023-08-25T00:00:00Z,Arizona,Goodyear,0,0,0,0,"1"
2691086,2023-08-25T00:00:00Z,Pennsylvania,Abington,0,0,0,0,"1"
2691667,2023-08-25T00:00:00Z,Oklahoma,Tulsa,0,0,0,0,"0"
2693394,2023-08-25T00:00:00Z,Ohio,Toledo,0,0,0,0,"2"
2691060,2023-08-25T00:00:00Z,South Carolina,Georgetown,0,0,0,0,"1"
2691614,2023-08-25T00:00:00Z,Georgia,Columbus,0,0,0,0,"3"
2690363,2023-08-24T00:00:00Z,Indiana,Evansville,0,0,0,0,"1"
2690682,2023-08-24T00:00:00Z,Arizona,Mesa,0,0,0,0,"1"
2691265,2023-08-24T00:00:00Z,Louisiana,Ville Platte,0,0,0,0,"0"
2689644,2023-08-24T00:00:00Z,Georgia,Marietta,0,0,0,0,"1"
2688643,2023-08-23T00:00:00Z,Tennessee,Clarksville,0,0,0,0,"1"
2689510,2023-08-23T00:00:00Z,Texas,Lubbock,0,0,0,0,"0"
2688223,2023-08-22T00:00:00Z,Texas,Seguin,0,0,0,0,"0"
2687858,2023-08-22T00:00:00Z,Tennessee,Crossville,0,0,0,0,"2"
2688269,2023-08-22T00:00:00Z,North Carolina,Winston Salem (Winston-salem),0,0,0,0,"1"
2688410,2023-08-22T00:00:00Z,Alabama,Huntsville,0,0,0,2,"2"
2693023,2023-08-22T00:00:00Z,Idaho,Castleford,0,0,0,0,"1"
2688931,2023-08-22T00:00:00Z,Indiana,Indianapolis,0,0,0,0,"1"
2688208,2023-08-22T00:00:00Z,Ohio,Hamden,0,0,0,0,"1"
2689995,2023-08-21T00:00:00Z,Illinois,Palatine,0,0,0,0,"1"
2687211,2023-08-21T00:00:00Z,Florida,Bradenton,0,0,0,0,"1"
2688011,2023-08-21T00:00:00Z,Florida,Coconut Creek,0,0,0,0,"1"
2686804,2023-08-21T00:00:00Z,Louisiana,Rayville,0,0,0,0,"0"
2686718,2023-08-21T00:00:00Z,South Carolina,Goose Creek,0,0,0,0,"2"
2687564,2023-08-21T00:00:00Z,Arkansas,Fayetteville,0,0,0,0,"0"
2691160,2023-08-19T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2691152,2023-08-19T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2691157,2023-08-19T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2691148,2023-08-19T00:00:00Z,South Carolina,Orangeburg,0,0,0,0,"1"
2718220,2023-08-18T00:00:00Z,Georgia,Columbus,0,0,0,0,"1"
2687314,2023-08-18T00:00:00Z,Indiana,Indianapolis,0,0,0,0,"1"
2684781,2023-08-18T00:00:00Z,Ohio,Canal Winchester,0,0,0,0,"3"
2685423,2023-08-18T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2684319,2023-08-18T00:00:00Z,Georgia,Columbus,1,0,1,0,"0"
2685344,2023-08-18T00:00:00Z,Georgia,Jonesboro,0,1,0,0,"0"
2691234,2023-08-18T00:00:00Z,California,Simi Valley,0,0,0,0,"1"
2684343,2023-08-18T00:00:00Z,South Carolina,Cheraw,0,0,0,0,"1"
2685465,2023-08-18T00:00:00Z,Florida,Jacksonville,0,0,0,1,"0"
2686726,2023-08-18T00:00:00Z,South Carolina,Summerville,0,0,0,0,"1"
2685802,2023-08-18T00:00:00Z,California,Rancho Cucamonga,0,1,0,0,"0"
2684001,2023-08-17T00:00:00Z,Texas,Midland,0,0,0,0,"1"
2702845,2023-08-17T00:00:00Z,North Carolina,Statesville,0,0,0,0,"1"
2683400,2023-08-17T00:00:00Z,Indiana,Indianapolis,0,0,0,0,"1"
2683377,2023-08-17T00:00:00Z,Indiana,Frankfort,0,0,0,0,"1"
2691162,2023-08-17T00:00:00Z,South Carolina,Roebuck,0,0,0,0,"0"
2683959,2023-08-16T00:00:00Z,Texas,Humble,0,0,0,0,"2"
2682761,2023-08-16T00:00:00Z,Texas,Rosharon,0,0,0,0,"1"
2683979,2023-08-16T00:00:00Z,Texas,Sugar Land,0,0,0,0,"1"
2682566,2023-08-16T00:00:00Z,Georgia,Augusta,0,1,0,0,"1"
2682459,2023-08-16T00:00:00Z,Texas,Terrell,1,0,0,0,"1"
2686744,2023-08-16T00:00:00Z,Arkansas,Fort Smith,0,0,0,0,"1"
2681942,2023-08-15T00:00:00Z,Pennsylvania,Philadelphia,0,1,0,0,"0"
2682023,2023-08-15T00:00:00Z,Texas,San Antonio,0,0,0,0,"0"
2683386,2023-08-15T00:00:00Z,Indiana,Indianapolis,0,0,0,0,"1"
2684205,2023-08-15T00:00:00Z,Illinois,Paris,0,0,0,0,"3"
2696985,2023-08-14T00:00:00Z,Kentucky,Waynesburg,0,0,0,0,"1"
2680971,2023-08-14T00:00:00Z,Tennessee,Nashville,0,0,0,0,"1"
2681239,2023-08-11T00:00:00Z,North Carolina,Greensboro,0,0,0,0,"2"
2678199,2023-08-10T00:00:00Z,Tennessee,Cordova,0,0,0,0,"4"
