state,name,pop_2019
Vermont,Grand Isle County,7022
Vermont,Lamoille County,25318
Vermont,Orange County,28908
Vermont,Orleans County,26901
Vermont,Rutland County,58892
Vermont,Washington County,58350
Vermont,Windham County,42823
Vermont,Windsor County,55275
Virginia,Accomack County,32673
Virginia,Albemarle County,107405
Virginia,Alleghany County,15157
Virginia,Amelia County,12953
Virginia,Amherst County,31775
Virginia,Appomattox County,15707
Virginia,Arlington County,233464
Virginia,Augusta County,75079
Virginia,Bath County,4307
Virginia,Bedford County,78376
Virginia,Bland County,6388
Virginia,Botetourt County,33343
Virginia,Brunswick County,16520
Virginia,Buchanan County,21788
Virginia,Buckingham County,17059
Virginia,Campbell County,55225
Virginia,Caroline County,30381
Virginia,Carroll County,29801
Virginia,Charles City County,7014
Virginia,Charlotte County,12040
Virginia,Chesterfield County,343551
Virginia,Clarke County,14423
Virginia,Craig County,5110
Virginia,Culpeper County,51101
Virginia,Cumberland County,9824
Virginia,Dickenson County,14756
Virginia,Dinwiddie County,28485
Virginia,Essex County,10998
Virginia,Fairfax County,1145862
Virginia,Fauquier County,69728
Virginia,Floyd County,15704
Virginia,Fluvanna County,26594
Virginia,Franklin County,56187
Virginia,Frederick County,86415
Virginia,Giles County,16772
Virginia,Gloucester County,37222
Virginia,Goochland County,22865
Virginia,Grayson County,15742
Virginia,Greene County,19519
Virginia,Greensville County,11525
Virginia,Halifax County,34552
Virginia,Hanover County,105537
Virginia,Henrico County,327535
Virginia,Henry County,51308
Virginia,Highland County,2204
Virginia,Isle of Wight County,36627
Virginia,James City County,74916
Virginia,King and Queen County,7042
Virginia,King George County,26229
Virginia,King William County,16688
Virginia,Lancaster County,10724
Virginia,Lee County,23948
Virginia,Loudoun County,395134
Virginia,Louisa County,36040
Virginia,Lunenburg County,12282
Virginia,Madison County,13170
Virginia,Mathews County,8788
Virginia,Mecklenburg County,30728
Virginia,Middlesex County,10675
Virginia,Montgomery County,98140
Virginia,Nelson County,14831
Virginia,New Kent County,21686
Virginia,Northampton County,11885
Virginia,Northumberland County,12190
Virginia,Nottoway County,15433
Virginia,Orange County,36010
Virginia,Page County,23788
Virginia,Patrick County,17748
Virginia,Pittsylvania County,61256
Virginia,Powhatan County,28815
Virginia,Prince Edward County,22905
Virginia,Prince George County,38114
Virginia,Prince William County,461423
Virginia,Pulaski County,34182
Virginia,Rappahannock County,7378
Virginia,Richmond County,8884
Virginia,Roanoke County,93823
Virginia,Rockbridge County,22570
Virginia,Rockingham County,80284
Virginia,Russell County,27141
Virginia,Scott County,21902
Virginia,Shenandoah County,43224
Virginia,Smyth County,30767
Virginia,Southampton County,17880
Virginia,Spotsylvania County,132833
Virginia,Stafford County,146773
Virginia,Surry County,6523
Virginia,Sussex County,11377
Virginia,Tazewell County,41603
Virginia,Warren County,39492
Virginia,Washington County,54071
Virginia,Westmoreland County,17751
Virginia,Wise County,38486
Virginia,Wythe County,28844
Virginia,York County,67982
Virginia,Alexandria city,157613
Virginia,Bristol city,16912
Virginia,Buena Vista city,6484
Virginia,Charlottesville city,47096
Virginia,Chesapeake city,239982
Virginia,Colonial Heights city,17428
Virginia,Covington city,5598
Virginia,Danville city,41070
Virginia,Emporia city,5442
Virginia,Fairfax city,23531
Virginia,Falls Church city,14128
Virginia,Franklin city,8147
Virginia,Fredericksburg city,28622
Virginia,Galax city,6517
Virginia,Hampton city,135041
Virginia,Harrisonburg city,53273
Virginia,Hopewell city,22456
Virginia,Lexington city,7241
Virginia,Lynchburg city,80569
Virginia,Manassas city,41174
Virginia,Manassas Park city,16986
Virginia,Martinsville city,12852
Virginia,Newport News city,179673
Virginia,Norfolk city,244601
Virginia,Norton city,3970
Virginia,Petersburg city,31362
Virginia,Poquoson city,12090
Virginia,Portsmouth city,95097
Virginia,Radford city,17691
Virginia,Richmond city,226622
Virginia,Roanoke city,99229
Virginia,Salem city,25317
Virginia,Staunton city,24432
Virginia,Suffolk city,90093
Virginia,Virginia Beach city,450201
Virginia,Waynesboro city,22140
Virginia,Williamsburg city,14927
Virginia,Winchester city,27897
Washington,Adams County,19594
Washington,Asotin County,22421
Washington,Benton County,197518
Washington,Chelan County,76229
Washington,Clallam County,75392
Washington,Clark County,473252
Washington,Columbia County,3992
Washington,Cowlitz County,106778
Washington,Douglas County,42023
Washington,Ferry County,7578
Washington,Franklin County,92009
Washington,Garfield County,2230
Washington,Grant County,95502
Washington,Grays Harbor County,72779
Washington,Island County,82866
Washington,Jefferson County,31285
Washington,King County,2195502
Washington,Kitsap County,265882
Washington,Kittitas County,45897
Washington,Klickitat County,21721
Washington,Lewis County,78145
Washington,Lincoln County,10574
Washington,Mason County,63804
Washington,Okanogan County,41842
Washington,Pacific County,21688
Washington,Pend Oreille County,13377
Washington,Pierce County,877013
Washington,San Juan County,16788
Washington,Skagit County,125612
Washington,Skamania County,11753
Washington,Snohomish County,798808
Washington,Spokane County,505505
Washington,Stevens County,44655
Washington,Thurston County,279711
Washington,Wahkiakum County,4268
Washington,Walla Walla County,60365
Washington,Whatcom County,220821
Washington,Whitman County,49231
Washington,Yakima County,249697
West Virginia,Barbour County,16633
West Virginia,Berkeley County,115329
West Virginia,Boone County,22368
West Virginia,Braxton County,14190
West Virginia,Brooke County,22459
West Virginia,Cabell County,94339
West Virginia,Calhoun County,7295
West Virginia,Clay County,8709
West Virginia,Doddridge County,8560
West Virginia,Fayette County,43576
West Virginia,Gilmer County,8041
West Virginia,Grant County,11616
West Virginia,Greenbrier County,35155
West Virginia,Hampshire County,23309
West Virginia,Hancock County,29383
West Virginia,Hardy County,13805
West Virginia,Harrison County,67908
West Virginia,Jackson County,28907
West Virginia,Jefferson County,56506
West Virginia,Kanawha County,183279
West Virginia,Lewis County,16166
West Virginia,Lincoln County,20850
West Virginia,Logan County,33154
West Virginia,McDowell County,18661
West Virginia,Marion County,56355
West Virginia,Marshall County,31308
West Virginia,Mason County,26820
West Virginia,Mercer County,59919
West Virginia,Mineral County,27167
West Virginia,Mingo County,24290
West Virginia,Monongalia County,105474
West Virginia,Monroe County,13401
West Virginia,Morgan County,17709
West Virginia,Nicholas County,25078
West Virginia,Ohio County,42143
West Virginia,Pendleton County,7001
West Virginia,Pleasants County,7482
West Virginia,Pocahontas County,8450
West Virginia,Preston County,33683
West Virginia,Putnam County,56610
West Virginia,Raleigh County,75252
West Virginia,Randolph County,28930
West Virginia,Ritchie County,9844
West Virginia,Roane County,14020
West Virginia,Summers County,12848
West Virginia,Taylor County,16864
West Virginia,Tucker County,6982
West Virginia,Tyler County,8811
West Virginia,Upshur County,24502
West Virginia,Wayne County,40303
West Virginia,Webster County,8386
West Virginia,Wetzel County,15436
West Virginia,Wirt County,5798
West Virginia,Wood County,84960
West Virginia,Wyoming County,21281
Wisconsin,Adams County,20094
Wisconsin,Ashland County,15617
Wisconsin,Barron County,45229
Wisconsin,Bayfield County,14993
Wisconsin,Brown County,261368
Wisconsin,Buffalo County,13126
Wisconsin,Burnett County,15289
Wisconsin,Calumet County,49928
Wisconsin,Chippewa County,63892
Wisconsin,Clark County,34579
Wisconsin,Columbia County,57133
Wisconsin,Crawford County,16235
Wisconsin,Dane County,536078
Wisconsin,Dodge County,87715
Wisconsin,Door County,27472
Wisconsin,Douglas County,43295
Wisconsin,Dunn County,44759
Wisconsin,Eau Claire County,103514
Wisconsin,Florence County,4314
Wisconsin,Fond du Lac County,102597
Wisconsin,Forest County,8995
Wisconsin,Grant County,51733
Wisconsin,Green County,36896
Wisconsin,Green Lake County,18755
Wisconsin,Iowa County,23618
Wisconsin,Iron County,5687
Wisconsin,Jackson County,20522
Wisconsin,Jefferson County,84701
Wisconsin,Juneau County,26478
Wisconsin,Kenosha County,168524
Wisconsin,Kewaunee County,20387
Wisconsin,La Crosse County,117894
Wisconsin,Lafayette County,16715
Wisconsin,Langlade County,19146
Wisconsin,Lincoln County,27744
Wisconsin,Manitowoc County,79185
Wisconsin,Marathon County,135396
Wisconsin,Marinette County,40391
Wisconsin,Marquette County,15304
Wisconsin,Menominee County,4558
Wisconsin,Milwaukee County,951226
Wisconsin,Monroe County,45771
Wisconsin,Oconto County,37646
Wisconsin,Oneida County,35381
Wisconsin,Outagamie County,185700
Wisconsin,Ozaukee County,88597
Wisconsin,Pepin County,7265
Wisconsin,Pierce County,41977
Wisconsin,Polk County,43438
Wisconsin,Portage County,70632
Wisconsin,Price County,13416
Wisconsin,Racine County,195602
Wisconsin,Richland County,17459
Wisconsin,Rock County,162152
Wisconsin,Rusk County,14132
Wisconsin,St. Croix County,88732
Wisconsin,Sauk County,63922
Wisconsin,Sawyer County,16399
Wisconsin,Shawano County,40904
Wisconsin,Sheboygan County,115178
Wisconsin,Taylor County,20325
Wisconsin,Trempealeau County,29499
Wisconsin,Vernon County,30633
Wisconsin,Vilas County,21751
Wisconsin,Walworth County,103074
Wisconsin,Washburn County,15688
Wisconsin,Washington County,134925
Wisconsin,Waukesha County,400475
Wisconsin,Waupaca County,51245
Wisconsin,Waushara County,24193
Wisconsin,Winnebago County,170411
Wisconsin,Wood County,73112
Wyoming,Albany County,38390
Wyoming,Big Horn County,11882
Wyoming,Campbell County,47409
Wyoming,Carbon County,15247
Wyoming,Converse County,13921
Wyoming,Crook County,7472
Wyoming,Fremont County,39812
Wyoming,Goshen County,13342
Wyoming,Hot Springs County,4607
Wyoming,Johnson County,8487
Wyoming,Laramie County,98320
Wyoming,Lincoln County,19274
Wyoming,Natrona County,80333
Wyoming,Niobrara County,2422
Wyoming,Park County,29148
Wyoming,Platte County,8582
Wyoming,Sheridan County,30140
Wyoming,Sublette County,9880
Wyoming,Sweetwater County,43521
Wyoming,Teton County,23280
Wyoming,Uinta County,20479
Wyoming,Washakie County,8027
Wyoming,Weston County,7049
